material,number_of_elements,mean_Valence,wtd_mean_Valence,std_Valence,wtd_std_Valence,entropy_Valence,wtd_entropy_Valence,mean_fie,wtd_mean_fie,std_fie,wtd_std_fie,entropy_fie,wtd_entropy_fie,mean_ElectronAffinity,wtd_mean_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,mean_atomic_radius,wtd_mean_atomic_radius,mean_atomic_mass,wtd_mean_atomic_mass,gmean_FusionHeat,wtd_gmean_FusionHeat,mean_FusionHeat,wtd_mean_FusionHeat,gmean_Valence,wtd_gmean_Valence,range_Valence,wtd_range_Valence,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,gmean_fie,wtd_gmean_fie,range_fie,wtd_range_fie,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,max,mean,min
Pb0.5Sr2.5Y0.5Ca0.5Cu2O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,754.5166667,1001.092308,259.0063604,342.3413208,1.740013385,1.004035703,56.75,99.18538462,54.34959797,58.35739945,1.317124384,0.690157705,162.0,111.8076923,83.89154167,48.17151731,4.701818853,1.247865018,7.672,4.623769231,2.40187391,2.08631948,2,1.0,63.53361237,33.49964996,1.548297114,1.594487017,191.2006,15.30853846,60.80971823,43.95447551,720.0073414,936.2884372,764.1,684.3846154,145.9212734,89.02040112,1.713818537,1.555176372,171,36.19230769,57.91085103,72.70383506,4825.5715,2552.769462,1176.13477,58.6496889,1.393695002,1.2273025,11338.571,1377.692077,4051.307284,3601.684342,28.09203999,59.76279377,138.63,76.58192308,1.580586625,1.361882126,12.878,1.895846154,4.245512925,5.102466171,114.50443,77.97585077,18.80925794,1.107005753,1.069422972,0.738526032,399.97342,61.52414923,143.8004484,142.7144734,75.0,75.0,75.0
Pb0.5Sr2Ca0.5Dy0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,746.45,1006.769231,263.9205673,336.6790617,1.736873132,1.000350116,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,164.6666667,109.5769231,96.15723333,50.07613846,4.680967016,1.270456782,7.622,4.808384615,2.40187391,2.08631948,2,1.0,70.25178877,33.86478081,1.538540377,1.659630143,191.2006,11.93853846,67.62444611,48.13022589,710.2444561,944.3669822,764.1,685.2461538,147.701569,87.86529059,1.710260899,1.594374181,180,27.76923077,60.46394702,70.81295681,5505.404833,2953.115615,1310.316695,63.03304739,1.416246677,1.194545786,11338.571,1722.307462,4271.208041,3953.820654,30.5556189,68.15026349,138.63,76.58192308,1.58173366,1.302261636,12.878,2.399692308,4.202865689,5.307831109,113.50443,91.78354308,17.49291918,1.195557538,1.04451404,0.610271618,399.97342,76.90876462,144.4942138,155.3180758,65.9,65.9,65.9
Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,748.7833333,1007.307692,262.3811249,335.9857757,1.737867724,1.001857514,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,164.3333333,109.5,96.9504,50.25917692,5.159297808,1.299304832,9.088666667,5.146846154,2.40187391,2.08631948,2,1.0,70.59057865,33.90239877,1.536234408,1.661118424,191.2006,11.93853846,68.42114454,48.56451382,713.1376486,945.2533395,764.1,684.7076923,147.4848375,87.83552069,1.710748805,1.593717314,178,27.76923077,60.11840169,70.6852449,5591.238167,2972.923308,1323.150999,63.17498991,1.414917607,1.201036474,11338.571,1722.307462,4336.229019,3982.997454,30.5556189,68.15026349,138.63,76.58192308,1.517921427,1.357074797,19.678,2.399692308,6.214641493,5.941036614,114.1710967,91.93738923,18.42095119,1.209904791,1.061570558,0.617981077,399.97342,76.90876462,144.0282176,155.2399431,70.0,70.0,70.0
Pb0.5Sr2Ca0.5Eu0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,743.1,1005.996154,266.2939979,337.7094649,1.73531536,0.998160407,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,165.1666667,109.6923077,94.40123333,49.67090769,4.544947901,1.261840639,7.322,4.739153846,2.40187391,2.08631948,2,1.0,69.47127647,33.77758159,1.54314458,1.655955487,191.2006,11.93853846,65.99611803,47.21767389,705.9847661,943.0569166,766.2,686.0192308,148.0237143,87.90947794,1.709507244,1.595347161,183,27.76923077,60.9956738,71.00800022,4954.238167,2825.923308,1207.769071,61.85870642,1.404229783,1.140393116,11338.571,1722.307462,4050.293882,3822.71228,30.5556189,68.15026349,138.63,76.58192308,1.585829498,1.284762769,12.878,2.399692308,4.003408548,5.236577778,114.00443,91.89892769,18.21034532,1.206698477,1.057487081,0.616103152,399.97342,76.90876462,144.1434126,155.2591226,60.0,60.0,60.0
Pb0.5Sr2Ca0.5Gd0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,750.9833333,1007.815385,261.0168731,335.3505912,1.738740079,1.003265763,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,165.5,109.7692308,95.28223333,49.87421538,4.600253359,1.265367584,7.438666667,4.766076923,2.40187391,2.08631948,2,1.0,69.86831479,33.82203255,1.540925332,1.657866371,191.2006,11.93853846,66.78917573,47.66692798,715.8127843,946.0704352,764.1,684.3846154,148.2365462,87.93863065,1.70899059,1.595987697,185,27.76923077,61.35891677,71.14033136,5397.0715,2928.115615,1293.164579,62.84167221,1.416963279,1.18570796,11338.571,1722.307462,4200.240437,3920.258734,30.5556189,68.15026349,138.63,76.58192308,1.584857098,1.291910256,12.878,2.399692308,4.069013257,5.261696699,113.50443,91.78354308,17.49291918,1.195557538,1.04451404,0.610271618,399.97342,76.90876462,144.4942138,155.3180758,60.0,60.0,60.0
Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,747.6166667,1007.038462,263.1390407,336.3299034,1.737379502,1.001105611,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,164.3333333,109.5,96.56228667,50.16961231,5.025622978,1.291457517,8.605333333,5.035307692,2.40187391,2.08631948,2,1.0,70.42581954,33.88412192,1.537379224,1.660403027,191.2006,11.93853846,68.0266916,48.3503305,711.6984031,944.8127593,764.1,684.9769231,147.4848375,87.83552069,1.710748805,1.593717314,178,27.76923077,60.11840169,70.6852449,5546.0715,2962.500231,1316.475448,63.10129369,1.415694872,1.197674995,11338.571,1722.307462,4301.069102,3967.362792,30.5556189,68.15026349,138.63,76.58192308,1.543771652,1.34346377,16.778,2.399692308,5.416536614,5.684703035,114.3377633,91.97585077,18.62016417,1.212911808,1.065547007,0.619829709,399.97342,76.90876462,143.9138955,155.2209994,67.9,67.9,67.9
Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,740.5333333,1005.403846,268.2398036,338.5266692,1.734013911,0.996461772,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,161.0,108.7307692,93.11423333,49.37390769,4.345016959,1.248808574,6.955333333,4.654538462,2.40187391,2.08631948,2,1.0,68.87005797,33.70989789,1.546026044,1.652907101,191.2006,11.93853846,64.92767421,46.59347439,702.6319392,942.0214732,781.6,686.6115385,145.2247054,87.52304948,1.714935652,1.586770995,171,27.76923077,57.08473234,69.51234406,5248.5715,2893.846385,1267.631802,62.55314014,1.4158765,1.172296579,11338.571,1722.307462,4124.15012,3880.329136,30.5556189,68.15026349,138.63,76.58192308,1.582127295,1.258964918,12.878,2.399692308,3.904992815,5.179662673,114.50443,92.01431231,18.80925794,1.215743274,1.069422972,0.621650828,399.97342,76.90876462,143.8004484,155.2022916,60.0,60.0,60.0
Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,741.9666667,1005.734615,267.1397304,338.0673533,1.734752503,0.997412637,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,166.3333333,109.9615385,94.1339,49.60921538,4.477321069,1.257482784,7.188666667,4.708384615,2.40187391,2.08631948,2,1.0,69.34852241,33.76379895,1.543779575,1.655347891,191.2006,11.93853846,65.76524947,47.08484345,704.5141261,942.60321,773.0,686.2807692,148.7620406,88.01047277,1.707650717,1.597561101,190,27.76923077,62.29678073,71.47914207,5305.738167,2907.038692,1277.764695,62.66817682,1.416607571,1.17764808,11338.571,1722.307462,4150.463149,3894.856641,30.5556189,68.15026349,138.63,76.58192308,1.585793547,1.276004419,12.878,2.399692308,3.94825306,5.211981198,113.8377633,91.86046615,17.9868067,1.203263914,1.053289123,0.614193896,399.97342,76.90876462,144.2594783,155.278538,62.0,62.0,62.0
Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,750.1166667,1007.615385,261.5441098,335.5986668,1.738403867,1.002712487,60.15,104.3303846,53.26592532,54.53980286,1.36416257,0.747010697,163.6666667,109.3461538,97.22960167,50.32360808,5.01572016,1.290869817,8.572,5.027615385,2.40187391,2.08631948,2,1.0,70.70792514,33.9153961,1.535391971,1.661618111,191.2006,11.93853846,68.71028558,48.72055679,714.7649126,945.7506527,764.1,684.4,147.0465355,87.77521321,1.71168875,1.592383556,174,27.76923077,59.44932483,70.43542722,5633.5715,2982.692538,1329.258487,63.24216477,1.414041482,1.204081974,11338.571,1722.307462,4371.045546,3998.212602,30.5556189,68.15026349,138.63,76.58192308,1.545439396,1.342388118,16.578,2.399692308,5.365144919,5.668620264,114.50443,92.01431231,18.80925794,1.215743274,1.069422972,0.621650828,399.97342,76.90876462,143.8004484,155.2022916,72.0,72.0,72.0
Pb0.5Sr2Ca0.5Y0.5Cu2.5O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,754.5166667,1008.630769,259.0063604,334.3682537,1.740013385,1.00550176,56.75,103.5457692,54.34959797,55.43359716,1.317124384,0.720911043,162.0,108.9615385,83.89154167,47.24559423,4.701818853,1.271760561,7.672,4.819923077,2.40187391,2.08631948,2,1.0,63.53361237,33.0882887,1.548297114,1.619852411,191.2006,11.93853846,60.80971823,43.36331093,720.0073414,947.3469078,764.1,684.3846154,145.9212734,87.61974886,1.713818537,1.588929049,171,27.76923077,57.91085103,69.84404648,4825.5715,2796.231,1176.13477,61.48098258,1.393695002,1.123703787,11338.571,1722.307462,4051.307284,3806.779932,28.09203999,66.84095723,138.63,76.58192308,1.580586625,1.304911829,12.878,2.399692308,4.245512925,5.321803323,114.50443,92.01431231,18.80925794,1.215743274,1.069422972,0.621650828,399.97342,76.90876462,143.8004484,155.2022916,65.0,65.0,65.0
Pb0.5Sr2Ca1Cu2.5O6.8,5,2.4,2.078125,0.8,0.387487399,1.560710409,1.331215542,782.34,1002.857813,275.4202723,335.9946509,1.553699866,0.984107764,61.88,101.8734375,58.19581738,57.2492076,1.113179429,0.681856698,152.0,109.2109375,82.88868,45.82647813,3.938565763,1.292259247,6.9264,4.780046875,2.29739671,2.054891898,2,0.90625,59.40434219,32.44057348,1.314175529,1.516768091,191.2006,10.55953125,66.56839947,42.73990521,742.9726229,940.9385759,764.1,669.646875,135.4176151,88.14151815,1.521073784,1.48701117,171,28.203125,58.51837318,69.02203592,4896.2858,2725.759156,900.426251,62.55933186,1.139307204,1.005652621,11338.571,1749.240844,4434.603226,3813.392803,27.52630108,60.89085917,138.63,75.40078125,1.356880324,1.17796048,12.878,2.44065625,4.27711817,5.22316748,134.005316,100.6000581,19.19358987,1.421030606,0.977645359,0.703568359,399.97342,78.11087938,150.1085455,156.5052283,115.0,115.0,115.0
Pb0.5Sr2Y0.6Ca0.4Cu2.5O6.97,6,2.5,2.123361604,0.763762616,0.430400419,1.748970751,1.40617143,754.5166667,1008.126985,259.0063604,334.1903461,1.740013385,1.006883574,56.75,103.665613,54.34959797,55.13919571,1.317124384,0.728970409,162.0,109.2413261,83.89154167,47.69433524,4.701818853,1.27975242,7.672,4.852609098,2.40187391,2.093056445,2,1.01310717,63.53361237,33.34817814,1.548297114,1.620545464,191.2006,12.27515806,60.80971823,43.53449019,720.0073414,946.9468948,764.1,687.4747109,145.9212734,87.80184489,1.713818537,1.586263184,171,27.83346184,57.91085103,70.04928029,4825.5715,2825.224374,1176.13477,62.52699745,1.393695002,1.130920399,11338.571,1726.294516,4051.307284,3809.96882,28.09203999,67.80476617,138.63,76.45929067,1.580586625,1.302553683,12.878,2.405756361,4.245512925,5.344554137,114.50443,90.81613436,18.80925794,1.20344953,1.069422972,0.594464284,399.97342,77.08671838,143.8004484,155.1642298,67.0,67.0,67.0
Pb0.75Sr2Ca0.5Y0.5Cu2.25O7,6,2.5,2.153846154,0.763762616,0.495542259,1.748970751,1.433477265,754.5166667,1008.057692,259.0063604,334.8447995,1.740013385,1.023792003,56.75,101.9438462,54.34959797,56.13698682,1.317124384,0.725399112,162.0,109.1346154,83.89154167,50.00817115,4.701818853,1.247291023,7.672,4.659730769,2.40187391,2.114315782,2,1.0,63.53361237,33.84897248,1.548297114,1.622211427,191.2006,11.93853846,60.80971823,48.57635617,720.0073414,946.603496,764.1,684.3846154,145.9212734,87.72127613,1.713818537,1.623417751,171,26.23076923,57.91085103,69.94421647,4825.5715,2842.000231,1176.13477,61.76013042,1.393695002,1.199214771,11338.571,1549.999769,4051.307284,3893.922358,28.09203999,65.33295666,138.63,76.58192308,1.580586625,1.372558305,12.878,2.147769231,4.245512925,5.193988997,114.50443,84.99508154,18.80925794,1.160101202,1.069422972,0.687067631,399.97342,69.21645692,143.8004484,149.2543324,45.0,45.0,45.0
Pb0.7Hg0.3Sr2Nd0.3Ca0.7Cu2O6.6,7,2.428571429,2.134920635,0.728431359,0.477313491,1.905420043,1.503951837,778.4571429,1002.296032,265.1470204,336.2308656,1.892208875,1.107068365,51.77142857,98.22134921,53.41478138,58.44914781,1.385358963,0.725907593,162.4285714,111.2301587,108.4679143,54.32319365,3.965106945,1.249063226,6.288857143,4.428507937,2.339861626,2.098681496,2,1.0,80.23354765,35.41911241,1.714977522,1.797848461,191.2006,11.68138095,70.90688971,54.50117469,739.5968344,939.7644311,781.6,675.1595238,148.6541437,89.55940501,1.880411561,1.707780803,171,30.69047619,52.96591126,69.99933817,6432.204143,3045.685032,1777.919662,69.79702144,1.60164402,1.453585519,13532.571,1421.473698,4794.239208,4168.174719,19.86511619,56.49005134,141.0,74.60714286,1.704244896,1.395349993,12.878,2.02484127,3.966823394,4.945042847,99.33236857,82.71947841,16.73460393,1.252213052,1.121380571,0.784161044,399.97342,63.47814063,138.2231398,145.0777622,90.0,90.0,90.0
Pb0.7Sr2Ca0.5Y0.5Cu2.3O7,6,2.5,2.146153846,0.763762616,0.482167198,1.748970751,1.428878621,754.5166667,1008.172308,259.0063604,334.7496231,1.740013385,1.020676102,56.75,102.2642308,54.34959797,56.00068174,1.317124384,0.724875992,162.0,109.1,83.89154167,49.45565577,4.701818853,1.252146973,7.672,4.691769231,2.40187391,2.108686627,2,1.0,63.53361237,33.69544941,1.548297114,1.6242158,191.2006,11.93853846,60.80971823,47.59229289,720.0073414,946.7521317,764.1,684.3846154,145.9212734,87.70096127,1.713818537,1.617587536,171,26.23076923,57.91085103,69.92422822,4825.5715,2832.846385,1176.13477,61.70419964,1.393695002,1.18719072,11338.571,1584.461308,4051.307284,3876.693813,28.09203999,65.63181014,138.63,76.58192308,1.580586625,1.359630021,12.878,2.198153846,4.245512925,5.220195526,114.50443,86.39892769,18.80925794,1.17102206,1.069422972,0.673613774,399.97342,70.75491846,143.8004484,150.4889298,40.0,40.0,40.0
Pb2Cu0.9La1.1Cu2O7.42,4,2.75,2.380029806,0.829156198,0.730527033,1.342113179,1.247222519,828.6,1037.951714,290.3640043,310.1016604,1.329123044,0.907521279,87.125,114.2108793,45.02501388,41.11436035,1.246648419,0.856481469,135.5,96.80774963,106.4127175,64.84314195,3.057530512,1.113453082,6.098,4.180867362,2.632148026,2.292591068,2,0.859910581,73.5487428,37.691431,1.123152597,1.25923017,191.2006,22.03311863,72.8456909,69.20431175,784.4039617,986.7878274,772.0,681.6685544,120.2378337,81.34802195,1.292738961,1.35850614,147,15.35022355,53.91892061,55.64881098,6611.85725,4130.790103,971.9333005,71.54814558,1.069458367,0.979063178,11338.571,1935.424502,4236.268785,4748.262794,74.58990997,102.7993335,105.9,74.73174367,1.04539708,0.927184455,12.878,2.708104322,4.619517507,5.126002201,112.006645,92.73451741,8.339818346,1.029535337,0.403693221,0.280124062,399.97342,86.42345577,166.7423511,161.7775827,18.1,18.1,18.1
Pb2Sr0.9La1.1Cu2O6.65,5,2.6,2.403162055,0.8,0.74620905,1.56495725,1.388260648,772.68,1007.258893,282.7670235,327.6729269,1.549013333,1.024575082,71.006,104.423083,51.58575524,49.7133872,1.315435578,0.8638779,152.2,105.0434783,102.654174,69.52901399,3.706078697,1.185937592,6.4784,4.058996047,2.491461879,2.311723853,2,0.909090909,76.16945577,40.62754048,1.388429022,1.409916428,191.2006,26.52505929,65.5873642,70.35887182,730.3756598,948.939672,772.0,651.2264822,135.556934,86.50339611,1.520866781,1.591108031,171,9.652173913,58.66310595,63.00400018,5815.4858,3931.786787,1186.042685,83.20997094,1.276301305,1.143695959,11338.571,1792.134162,4110.183514,4619.7256,45.82755661,81.92856221,135.97,74.44648221,1.346197481,1.303850499,12.878,1.954442688,4.201281976,4.720639317,96.605316,72.4092298,11.11063503,1.081521668,0.634397358,0.497238794,399.97342,63.22713383,152.2866148,142.6494732,30.3,30.3,30.3
Pr0.2Ca0.8Ba1La1Cu3O7.1,6,2.5,2.106870229,0.763762616,0.354941311,1.748970751,1.372807986,702.95,1005.98855,284.1419173,341.5747646,1.721209002,0.95917307,63.78666667,110.6714504,51.03267962,47.92070657,1.441924259,0.808864021,180.3333333,109.0381679,89.46058667,48.90917099,4.529604617,1.262534505,7.177,4.838793893,2.40187391,2.08481707,2,1.022900763,69.17003065,33.34081238,1.600741336,1.616227737,124.90825,12.40125725,51.46121833,44.55425443,659.8721157,940.5695666,810.6,703.640458,159.4815725,87.23198971,1.701529585,1.6399327,205,29.4351145,69.38699846,72.06225093,4467.904833,2985.812664,1190.209141,63.40983207,1.481174615,0.991330014,8958.571,2051.133901,3084.749489,3756.832334,37.09206288,84.24468642,138.63,76.99648855,1.597347995,1.202352556,12.878,2.894656489,3.804271941,5.385978129,107.3377633,106.3960853,13.6500433,1.203395291,0.91693145,0.490077442,399.97342,91.58864748,148.0617147,166.7454845,33.5,33.5,33.5
Pr0.4Ca0.6Ba2Cu3O7,5,2.4,2.061538462,0.8,0.345383759,1.560710409,1.265516494,735.32,999.6907692,300.9934444,347.1982328,1.535011521,0.910532121,66.644,108.5401538,55.46363803,50.8894172,1.213787166,0.749542832,177.4,114.7846154,79.57161,50.59212769,4.240374788,1.298990814,7.3524,4.979846154,2.29739671,2.043113329,2,0.984615385,60.1669078,34.15448024,1.38820526,1.356590529,124.90825,19.27747692,50.90341082,45.78794584,686.5880263,931.2173853,810.6,690.8507692,153.1953873,89.73959758,1.500161799,1.440516498,205,31.32307692,75.66928042,79.86748492,4132.2858,2884.307923,857.0959175,63.94890106,1.223232247,0.833708541,8958.571,2066.922846,3277.647705,3683.772479,35.01193754,79.83294615,138.63,76.55215385,1.383519651,1.073250545,12.878,2.903538462,4.145164778,5.432046418,126.205316,104.7220046,13.7839016,1.218299997,0.835026704,0.443853427,399.97342,92.29338,155.4696702,166.9058988,75.0,54.0,33.0
Pr0.5Ca0.5Ba2Cu3O7,5,2.4,2.076923077,0.8,0.384615385,1.560710409,1.27254682,735.32,999.2076923,300.9934444,347.8119042,1.535011521,0.910460291,66.644,108.9065385,55.46363803,50.30258817,1.213787166,0.76020489,177.4,115.1923077,79.57161,51.36774038,4.240374788,1.29686182,7.3524,4.967230769,2.29739671,2.054036101,2,1.0,60.1669078,34.48640309,1.38820526,1.365235424,124.90825,19.58576923,50.90341082,46.45244217,686.5880263,930.4107002,810.6,686.8,153.1953873,89.90648195,1.500161799,1.444103131,205,31.46153846,75.66928042,80.40427621,4132.2858,2923.461769,857.0959175,64.66858607,1.223232247,0.851427833,8958.571,2066.922846,3277.647705,3696.410847,35.01193754,81.43836596,138.63,76.58192308,1.383519651,1.073743364,12.878,2.903538462,4.145164778,5.425664286,126.205316,103.2835431,13.7839016,1.192951554,0.835026704,0.417915382,399.97342,92.29338,155.4696702,166.8843753,105.0,66.6,37.0
Pr0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,7,2.571428571,2.138461538,0.903507903,0.507692308,1.889159164,1.504405858,758.7571429,1012.194615,294.3810595,341.5777464,1.876315784,1.060846841,70.73571429,109.5185385,61.82371409,51.83463489,1.504158192,0.878645357,167.5714286,110.9615385,71.06982143,47.10550808,7.343448814,1.38263188,21.39457143,7.794923077,2.438027308,2.098314268,2,1.0,50.43227685,31.97993141,1.684669003,1.652692634,128.89695,13.36314,49.39502064,43.07734094,709.9894595,945.7508919,810.6,686.8,143.2540028,87.11629699,1.822566142,1.731410267,205,26.93846154,77.34127921,77.77357707,3650.204143,2669.923308,1155.432221,61.02918016,1.609452854,1.09687011,8958.571,1791.230538,2874.776266,3532.365172,34.07941503,78.37099496,151.53,76.58192308,1.08984389,1.437770629,104.778,3.111230769,34.31182028,18.09145794,115.1466543,96.19892769,21.92845979,1.197139224,1.285606397,0.674565164,399.97342,79.98568769,135.4920856,158.08911,30.0,30.0,30.0
Pr0.5Y0.5Ba2Cu3O7,5,2.6,2.115384615,0.8,0.423076923,1.56495725,1.305566772,740.52,1000.207692,298.6430069,346.667716,1.53695956,0.913313954,72.09,109.9538462,50.1110407,48.35039361,1.357428929,0.802684279,181.0,115.8846154,89.33718,53.24573462,4.492557454,1.311349904,7.9244,5.077230769,2.491461879,2.08631948,2,0.961538462,70.56064655,35.55957215,1.444537168,1.425490547,124.90825,17.707775,46.91766658,46.94248403,692.5413311,931.9567296,810.6,686.8,155.9381993,90.21382272,1.499861141,1.451575056,205,30.76923077,76.79322887,81.15385527,4716.6858,3035.846385,1059.408482,67.35847024,1.323930243,0.941699797,8958.571,2066.922846,3015.110657,3697.363757,53.11608165,88.23454375,127.05,75.53461538,1.380830301,1.106286391,12.878,2.903538462,4.455304865,5.525064903,89.605316,96.24508154,8.418911599,1.085042157,0.457810242,0.20470542,399.97342,92.29338,155.3296092,166.5155342,22.0,22.0,22.0
Pr0.6Ca0.4Ba2Cu3O7,5,2.4,2.092307692,0.8,0.41963636,1.560710409,1.275086569,735.32,998.7246154,300.9934444,348.423825,1.535011521,0.908657862,66.644,109.2729231,55.46363803,49.70613136,1.213787166,0.770021889,177.4,115.6,79.57161,52.14335308,4.240374788,1.294736316,7.3524,4.954615385,2.29739671,2.065017269,2,1.015384615,60.1669078,34.82155166,1.38820526,1.368471678,124.90825,19.89406154,50.90341082,47.09479412,686.5880263,929.604714,810.6,688.9184615,153.1953873,90.07367667,1.500161799,1.441768136,205,32.95384615,75.66928042,80.93545386,4132.2858,2962.615615,857.0959175,65.39637047,1.223232247,0.864573961,8958.571,2066.922846,3277.647705,3708.592804,35.01193754,83.07607035,138.63,76.61169231,1.383519651,1.069418388,12.878,2.903538462,4.145164778,5.419245272,126.205316,101.8450815,13.7839016,1.168130522,0.835026704,0.388201996,399.97342,92.29338,155.4696702,166.8504482,39.0,28.25,17.5
